,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,spin_axis,batter,pitcher,events,description,zone,stand,p_throws,home_team,away_team,type,hit_location,bb_type,plate_x,plate_z,umpire,delta_run_exp
189138,176185,FC,20200816,81.0,-1.66,5.56,101.0,456781,596043,field_out,hit_into_play,9.0,R,R,SF,OAK,X,6.0,ground_ball,0.3,1.34,Lew Williams,-0.853
189139,176186,FF,20200816,91.3,-1.47,5.73,204.0,456781,596043,,ball,11.0,R,R,SF,OAK,B,,,-0.26,4.46,Lew Williams,0.229
189140,176187,CU,20200816,74.4,-1.39,5.57,18.0,456781,596043,,blocked_ball,14.0,R,R,SF,OAK,B,,,1.74,-0.36,Lew Williams,0.137
189141,176188,FF,20200816,91.5,-1.53,5.64,204.0,456781,596043,,foul,1.0,R,R,SF,OAK,S,,,-0.64,2.68,Lew Williams,-0.18
189142,176189,FC,20200816,82.4,-1.57,5.64,137.0,456781,596043,,blocked_ball,14.0,R,R,SF,OAK,B,,,1.05,0.46,Lew Williams,0.075
189143,176190,FF,20200816,90.1,-1.49,5.6,208.0,456781,596043,,called_strike,3.0,R,R,SF,OAK,S,,,0.49,2.87,Lew Williams,-0.107
189144,176191,FF,20200816,89.3,-1.56,5.61,192.0,543105,596043,walk,ball,11.0,L,R,SF,OAK,B,,,-1.17,3.21,Lew Williams,0.076
189145,176192,FF,20200816,89.4,-1.57,5.65,204.0,543105,596043,,called_strike,7.0,L,R,SF,OAK,S,,,-0.54,1.99,Lew Williams,-0.104
189146,176193,FF,20200816,90.1,-1.68,5.55,90.0,543105,596043,,ball,13.0,L,R,SF,OAK,B,,,-1.42,2.39,Lew Williams,0.109
189147,176194,CH,20200816,82.9,-1.55,5.57,234.0,543105,596043,,ball,14.0,L,R,SF,OAK,B,,,1.17,1.45,Lew Williams,0.12
189148,176195,FC,20200816,84.7,-1.89,5.55,50.0,543105,596043,,ball,12.0,L,R,SF,OAK,B,,,1.13,2.73,Lew Williams,0.074
189149,176196,CU,20200816,73.5,-1.41,5.56,26.0,573131,596043,strikeout,swinging_strike_blocked,14.0,R,R,SF,OAK,S,2.0,,0.06,0.82,Lew Williams,-0.523
189150,176197,FF,20200816,91.5,-1.48,5.67,212.0,573131,596043,,foul,2.0,R,R,SF,OAK,S,,,0.26,3.17,Lew Williams,-0.128
189151,176198,FC,20200816,86.6,-1.66,5.57,358.0,573131,596043,,blocked_ball,14.0,R,R,SF,OAK,B,,,0.7,0.28,Lew Williams,0.009
189152,176199,FC,20200816,81.4,-1.69,5.71,78.0,573131,596043,,called_strike,5.0,R,R,SF,OAK,S,,,0.03,2.71,Lew Williams,-0.068
189153,176200,FF,20200816,90.6,-1.44,5.65,211.0,643289,596043,single,hit_into_play,7.0,R,R,SF,OAK,X,7.0,line_drive,-0.64,2.15,Lew Williams,0.547
189154,176201,FF,20200816,90.2,-1.51,5.58,208.0,643289,596043,,called_strike,7.0,R,R,SF,OAK,S,,,-0.37,2.19,Lew Williams,-0.044
189155,176202,FF,20200816,91.6,-1.66,5.56,209.0,543063,596043,walk,ball,13.0,L,R,SF,OAK,B,,,-1.27,1.39,Lew Williams,0.109
189156,176203,FF,20200816,90.9,-1.47,5.53,206.0,543063,596043,,ball,14.0,L,R,SF,OAK,B,,,0.2,1.45,Lew Williams,0.091
189157,176204,FC,20200816,86.5,-1.81,5.52,114.0,543063,596043,,ball,14.0,L,R,SF,OAK,B,,,0.05,0.82,Lew Williams,0.04
189158,176205,FC,20200816,82.2,-1.72,5.72,161.0,543063,596043,,ball,11.0,L,R,SF,OAK,B,,,-1.8,2.94,Lew Williams,0.027
189159,176206,FC,20200816,85.9,-1.78,5.57,116.0,623168,596043,field_out,hit_into_play,6.0,L,R,SF,OAK,X,5.0,popup,0.43,2.52,Lew Williams,-0.209
189160,176207,FF,20200816,90.8,-1.43,5.64,215.0,623168,596043,,called_strike,8.0,L,R,SF,OAK,S,,,-0.13,1.56,Lew Williams,-0.042
189161,176208,FA,20200816,70.5,-0.85,6.6,198.0,605353,623168,double_play,hit_into_play,11.0,L,R,SF,OAK,X,8.0,line_drive,-0.09,3.55,Lew Williams,-0.384
189162,176209,FA,20200816,69.8,-0.96,6.57,193.0,605353,623168,,ball,13.0,L,R,SF,OAK,B,,,-0.55,1.34,Lew Williams,0.019
189163,176210,FA,20200816,56.8,-1.23,6.76,199.0,640461,623168,double,hit_into_play,8.0,R,R,SF,OAK,X,7.0,ground_ball,-0.08,1.78,Lew Williams,0.453
189164,176211,FA,20200816,69.4,-1.24,6.61,193.0,640461,623168,,foul,3.0,R,R,SF,OAK,S,,,0.8,3.34,Lew Williams,-0.026
189165,176212,FA,20200816,69.6,-1.18,6.5,194.0,620439,623168,field_out,hit_into_play,5.0,R,R,SF,OAK,X,5.0,ground_ball,-0.02,2.4,Lew Williams,-0.241
189166,176213,FA,20200816,68.0,-1.23,6.57,190.0,620439,623168,,swinging_strike,5.0,R,R,SF,OAK,S,,,-0.12,2.18,Lew Williams,-0.05
189167,176214,FA,20200816,67.3,-1.29,6.69,190.0,620439,623168,,ball,12.0,R,R,SF,OAK,B,,,0.54,3.7,Lew Williams,0.041
189168,176215,FF,20200816,96.1,-2.32,5.93,242.0,527038,621076,field_out,hit_into_play,12.0,R,R,SF,OAK,X,8.0,fly_ball,0.83,3.31,Lew Williams,-0.078
189169,176216,FF,20200816,95.9,-2.52,5.83,264.0,527038,621076,,swinging_strike,12.0,R,R,SF,OAK,S,,,0.88,3.19,Lew Williams,-0.029
189170,176217,FF,20200816,96.3,-2.64,5.9,237.0,527038,621076,,swinging_strike,5.0,R,R,SF,OAK,S,,,0.22,2.68,Lew Williams,-0.022
189171,176218,FF,20200816,95.8,-2.41,5.84,217.0,527038,621076,,ball,14.0,R,R,SF,OAK,B,,,1.58,1.31,Lew Williams,0.018
189172,176219,CU,20200816,83.3,-2.38,5.91,43.0,467055,621076,field_out,hit_into_play,8.0,L,R,SF,OAK,X,8.0,line_drive,0.19,1.91,Lew Williams,-0.148
189173,176220,CH,20200816,86.6,-2.4,5.87,240.0,467055,621076,,swinging_strike,9.0,L,R,SF,OAK,S,,,0.56,1.43,Lew Williams,-0.047
189174,176221,FF,20200816,96.2,-2.55,5.89,220.0,467055,621076,,foul,13.0,L,R,SF,OAK,S,,,-0.27,1.1,Lew Williams,-0.039
189175,176222,FF,20200816,96.1,-2.56,5.79,228.0,467055,621076,,ball,13.0,L,R,SF,OAK,B,,,-1.81,1.64,Lew Williams,0.04
189176,176223,SI,20200816,95.5,-2.5,5.84,226.0,467055,621076,,ball,13.0,L,R,SF,OAK,B,,,-0.1,0.92,Lew Williams,0.027
189177,176224,SI,20200816,94.9,-2.46,5.8,228.0,474832,621076,field_out,hit_into_play,13.0,L,R,SF,OAK,X,4.0,ground_ball,-0.85,1.77,Lew Williams,-0.25
189178,176225,SL,20200816,79.9,2.08,5.78,274.0,669221,572125,strikeout,called_strike,8.0,R,L,SF,OAK,S,2.0,,-0.2,1.96,Lew Williams,-0.078
189179,176226,FF,20200816,90.5,2.23,5.8,162.0,669221,572125,,foul,2.0,R,L,SF,OAK,S,,,0.15,3.57,Lew Williams,0.0
189180,176227,SL,20200816,79.7,2.1,5.9,294.0,669221,572125,,swinging_strike,1.0,R,L,SF,OAK,S,,,-0.6,3.18,Lew Williams,-0.029
189181,176228,SL,20200816,80.4,2.25,5.71,273.0,669221,572125,,called_strike,8.0,R,L,SF,OAK,S,,,0.07,2.02,Lew Williams,-0.022
189182,176229,FF,20200816,92.7,2.17,5.84,154.0,669221,572125,,ball,14.0,R,L,SF,OAK,B,,,0.09,1.26,Lew Williams,0.018
189183,176230,SL,20200816,79.8,2.22,5.8,293.0,572039,572125,field_out,hit_into_play,13.0,R,L,SF,OAK,X,1.0,ground_ball,-0.5,1.07,Lew Williams,-0.103
189184,176231,FF,20200816,90.3,2.16,5.8,138.0,572039,572125,,foul,11.0,R,L,SF,OAK,S,,,-0.91,2.72,Lew Williams,-0.039
189185,176232,SL,20200816,80.4,2.21,5.9,289.0,572039,572125,,called_strike,5.0,R,L,SF,OAK,S,,,-0.26,2.59,Lew Williams,-0.026
189186,176233,SL,20200816,80.2,2.15,5.95,296.0,501981,572125,field_out,hit_into_play,9.0,R,L,SF,OAK,X,4.0,ground_ball,0.4,1.5,Lew Williams,-0.156
189187,176234,FF,20200816,92.8,2.18,5.81,147.0,501981,572125,,ball,12.0,R,L,SF,OAK,B,,,1.4,4.65,Lew Williams,0.001
189188,176235,FF,20200816,92.5,2.23,5.83,161.0,501981,572125,,swinging_strike,2.0,R,L,SF,OAK,S,,,0.21,3.41,Lew Williams,-0.041
189189,176236,FF,20200816,91.9,2.22,5.85,143.0,501981,572125,,foul,4.0,R,L,SF,OAK,S,,,-0.35,2.85,Lew Williams,-0.087
189190,176237,FF,20200816,91.8,2.28,5.73,151.0,543257,572125,triple,hit_into_play,6.0,R,L,SF,OAK,X,8.0,line_drive,0.7,2.4,Lew Williams,1.479
189191,176238,FF,20200816,92.1,2.29,5.7,163.0,543257,572125,,called_strike,7.0,R,L,SF,OAK,S,,,-0.71,1.97,Lew Williams,-0.071
189192,176239,SL,20200816,82.0,2.25,5.79,270.0,543257,572125,,ball,13.0,R,L,SF,OAK,B,,,-1.45,1.96,Lew Williams,0.039
189193,176240,FF,20200816,92.9,2.11,5.82,164.0,592192,572125,single,hit_into_play,12.0,R,L,SF,OAK,X,8.0,line_drive,0.79,3.72,Lew Williams,0.432
189194,176241,SL,20200816,79.8,2.32,5.71,277.0,592192,572125,,called_strike,8.0,R,L,SF,OAK,S,,,-0.13,1.67,Lew Williams,-0.076
189195,176242,FF,20200816,93.0,2.22,5.86,166.0,592192,572125,,ball,12.0,R,L,SF,OAK,B,,,0.34,4.0,Lew Williams,0.051
189196,176243,SL,20200816,80.7,2.28,5.91,288.0,592192,572125,,called_strike,8.0,R,L,SF,OAK,S,,,0.18,1.93,Lew Williams,-0.05
189197,176244,SL,20200816,80.2,2.38,5.92,297.0,592192,572125,,ball,12.0,R,L,SF,OAK,B,,,0.99,3.4,Lew Williams,0.041
189198,176245,SL,20200816,86.8,-2.75,5.73,199.0,456781,621076,strikeout,swinging_strike,14.0,R,R,SF,OAK,S,2.0,,1.1,2.18,Lew Williams,-0.159
189199,176246,FF,20200816,95.8,-2.54,5.92,249.0,456781,621076,,foul_tip,2.0,R,R,SF,OAK,S,,,0.1,2.65,Lew Williams,-0.053
189200,176247,FF,20200816,95.6,-2.7,5.77,226.0,456781,621076,,foul,7.0,R,R,SF,OAK,S,,,-0.4,1.93,Lew Williams,-0.041
189201,176248,FF,20200816,95.9,-2.8,5.75,146.0,543105,621076,field_out,hit_into_play,6.0,L,R,SF,OAK,X,7.0,fly_ball,0.44,2.23,Lew Williams,-0.314
189202,176249,FF,20200816,95.0,-2.82,5.76,218.0,543105,621076,,called_strike,11.0,L,R,SF,OAK,S,,,-1.06,2.91,Lew Williams,-0.127
189203,176250,FF,20200816,95.6,-2.57,5.91,243.0,543105,621076,,ball,14.0,L,R,SF,OAK,B,,,0.14,1.29,Lew Williams,0.115
189204,176251,FF,20200816,95.2,-2.77,5.76,217.0,543105,621076,,ball,1.0,L,R,SF,OAK,B,,,-0.81,3.46,Lew Williams,0.057
189205,176252,CH,20200816,85.7,-2.83,5.88,226.0,543105,621076,,ball,11.0,L,R,SF,OAK,B,,,-1.07,3.53,Lew Williams,0.013
189206,176253,FF,20200816,95.5,-2.68,5.93,220.0,543105,621076,,called_strike,11.0,L,R,SF,OAK,S,,,-0.94,3.22,Lew Williams,-0.044
189207,176254,FF,20200816,94.7,-2.67,5.79,264.0,573131,621076,field_out,hit_into_play,2.0,R,R,SF,OAK,X,4.0,popup,0.23,3.33,Lew Williams,-0.36
189208,176255,FF,20200816,96.9,-2.57,5.89,146.0,573131,621076,,called_strike,1.0,R,R,SF,OAK,S,,,-0.37,3.44,Lew Williams,-0.071
189209,176256,SL,20200816,86.6,-2.89,5.71,10.0,573131,621076,,blocked_ball,14.0,R,R,SF,OAK,B,,,2.32,0.73,Lew Williams,0.039
189210,176257,SL,20200816,86.9,-2.66,5.72,165.0,643289,621076,walk,blocked_ball,14.0,R,R,SF,OAK,B,,,0.7,0.44,Lew Williams,0.332
189211,176258,FF,20200816,96.0,-2.55,5.75,220.0,643289,621076,,foul,2.0,R,R,SF,OAK,S,,,0.02,3.22,Lew Williams,0.0
189212,176259,FF,20200816,96.5,-2.49,5.87,222.0,643289,621076,,ball,13.0,R,R,SF,OAK,B,,,-1.5,2.25,Lew Williams,0.103
189213,176260,FF,20200816,95.7,-2.58,5.8,219.0,643289,621076,,foul,14.0,R,R,SF,OAK,S,,,0.37,1.26,Lew Williams,0.0
189214,176261,FF,20200816,95.4,-2.57,5.74,220.0,643289,621076,,foul,14.0,R,R,SF,OAK,S,,,0.41,1.24,Lew Williams,0.0
189215,176262,FF,20200816,95.0,-2.36,5.88,222.0,643289,621076,,ball,12.0,R,R,SF,OAK,B,,,1.44,2.73,Lew Williams,0.035
189216,176263,CU,20200816,81.2,-2.35,5.98,29.0,643289,621076,,foul,9.0,R,R,SF,OAK,S,,,0.49,1.71,Lew Williams,0.0
189217,176264,FF,20200816,96.4,-2.55,5.79,222.0,643289,621076,,called_strike,14.0,R,R,SF,OAK,S,,,1.08,2.17,Lew Williams,-0.06
189218,176265,SL,20200816,85.0,-2.69,5.76,64.0,643289,621076,,ball,14.0,R,R,SF,OAK,B,,,1.75,0.32,Lew Williams,0.032
189219,176266,SL,20200816,86.4,-2.72,5.68,103.0,643289,621076,,swinging_strike,9.0,R,R,SF,OAK,S,,,0.77,2.12,Lew Williams,-0.042
189220,176267,FF,20200816,96.6,-2.57,5.72,201.0,543063,621076,home_run,hit_into_play,7.0,L,R,SF,OAK,X,,line_drive,-0.44,1.88,Lew Williams,1.01
189221,176268,FF,20200816,95.7,-2.63,5.75,217.0,543063,621076,,swinging_strike,4.0,L,R,SF,OAK,S,,,-0.74,2.5,Lew Williams,-0.05
189222,176269,SI,20200816,96.1,-2.46,5.74,218.0,543063,621076,,ball,14.0,L,R,SF,OAK,B,,,0.36,0.45,Lew Williams,0.041
189223,176270,FF,20200816,95.2,2.12,5.64,157.0,621566,670056,strikeout,swinging_strike,6.0,L,L,SF,OAK,S,2.0,,0.29,2.61,Lew Williams,-0.135
189224,176271,SL,20200816,84.2,2.18,5.63,105.0,621566,670056,,ball,13.0,L,L,SF,OAK,B,,,-0.39,0.31,Lew Williams,0.039
189225,176272,CU,20200816,81.9,2.39,5.65,282.0,621566,670056,,foul,5.0,L,L,SF,OAK,S,,,-0.17,2.32,Lew Williams,-0.032
189226,176273,FF,20200816,95.3,2.17,5.7,156.0,621566,670056,,ball,13.0,L,L,SF,OAK,B,,,-1.33,2.59,Lew Williams,0.021
189227,176274,SL,20200816,84.3,2.25,5.61,,621566,670056,,called_strike,6.0,L,L,SF,OAK,S,,,0.36,2.81,Lew Williams,-0.022
189228,176275,SI,20200816,96.2,2.1,5.59,148.0,621566,670056,,ball,13.0,L,L,SF,OAK,B,,,-1.59,0.26,Lew Williams,0.018
189229,176276,FF,20200816,94.9,2.3,5.6,154.0,656305,670056,field_out,hit_into_play,2.0,R,L,SF,OAK,X,6.0,popup,-0.03,3.3,Lew Williams,-0.148
189230,176277,CU,20200816,81.9,2.27,5.7,301.0,656305,670056,,called_strike,12.0,R,L,SF,OAK,S,,,0.86,3.08,Lew Williams,-0.047
189231,176278,CU,20200816,78.7,2.16,5.77,304.0,656305,670056,,ball,14.0,R,L,SF,OAK,B,,,1.22,1.48,Lew Williams,0.033
189232,176279,FF,20200816,95.0,2.18,5.75,151.0,656305,670056,,swinging_strike,6.0,R,L,SF,OAK,S,,,0.52,2.85,Lew Williams,-0.033
189233,176280,FF,20200816,94.7,2.34,5.67,156.0,656305,670056,,ball,7.0,R,L,SF,OAK,B,,,-0.79,1.84,Lew Williams,0.027
189234,176281,FF,20200816,94.6,2.29,5.58,145.0,640461,670056,field_out,hit_into_play,3.0,R,L,SF,OAK,X,8.0,fly_ball,0.63,3.09,Lew Williams,-0.25
189235,176282,SL,20200816,84.6,-1.43,6.27,192.0,623168,571666,field_out,hit_into_play,3.0,L,R,SF,OAK,X,3.0,popup,0.53,2.77,Lew Williams,-0.485
189236,176283,SL,20200816,85.1,-1.43,6.27,198.0,623168,571666,,swinging_strike,11.0,L,R,SF,OAK,S,,,-0.05,3.39,Lew Williams,-0.071
189237,176284,SI,20200816,88.3,-1.36,6.19,225.0,527038,571666,field_out,hit_into_play,9.0,R,R,SF,OAK,X,9.0,line_drive,0.31,2.07,Lew Williams,-0.424
189238,176285,SL,20200816,85.7,-1.08,6.35,182.0,527038,571666,,ball,14.0,R,R,SF,OAK,B,,,0.99,1.43,Lew Williams,0.077
189239,176286,FF,20200816,87.8,-1.26,6.28,208.0,467055,571666,single,hit_into_play,2.0,L,R,SF,OAK,X,9.0,line_drive,0.17,3.12,Lew Williams,0.503
189240,176287,SI,20200816,87.7,-1.29,6.11,220.0,474832,571666,single,hit_into_play,8.0,L,R,SF,OAK,X,9.0,line_drive,0.13,1.8,Lew Williams,0.166
189241,176288,SL,20200816,84.5,-1.16,6.16,172.0,474832,571666,,ball,14.0,L,R,SF,OAK,B,,,1.66,1.26,Lew Williams,0.072
189242,176289,FF,20200816,87.8,-0.99,6.29,213.0,474832,571666,,foul,5.0,L,R,SF,OAK,S,,,0.06,2.11,Lew Williams,-0.039
189243,176290,CH,20200816,82.1,-1.43,6.1,233.0,474832,571666,,ball,14.0,L,R,SF,OAK,B,,,0.6,1.04,Lew Williams,0.04
189244,176291,SI,20200816,87.6,-1.22,6.25,217.0,474832,571666,,ball,11.0,L,R,SF,OAK,B,,,-1.75,2.43,Lew Williams,0.027
189245,176292,CU,20200816,71.9,-1.16,6.3,32.0,456781,571666,field_out,hit_into_play,2.0,R,R,SF,OAK,X,7.0,line_drive,-0.01,2.62,Lew Williams,-0.209
189246,176293,SL,20200816,85.4,-0.95,6.31,214.0,456781,571666,,called_strike,3.0,R,R,SF,OAK,S,,,0.49,2.95,Lew Williams,-0.042
189247,176294,FF,20200816,91.7,-1.58,6.12,201.0,543760,605446,field_out,hit_into_play,9.0,R,R,SF,OAK,X,8.0,line_drive,0.38,1.98,Lew Williams,-0.474
189248,176295,FF,20200816,92.1,-1.58,6.17,191.0,669221,605446,walk,ball,14.0,R,R,SF,OAK,B,,,0.66,1.22,Lew Williams,0.066
189249,176296,CU,20200816,78.2,-1.53,6.1,18.0,669221,605446,,blocked_ball,14.0,R,R,SF,OAK,B,,,0.2,0.75,Lew Williams,0.066
189250,176297,FF,20200816,91.5,-1.52,6.2,173.0,669221,605446,,ball,11.0,R,R,SF,OAK,B,,,-0.16,3.92,Lew Williams,0.03
189251,176298,FF,20200816,92.1,-1.52,6.13,199.0,669221,605446,,foul,6.0,R,R,SF,OAK,S,,,0.31,2.87,Lew Williams,-0.048
189252,176299,FF,20200816,90.7,-1.44,6.19,188.0,669221,605446,,ball,11.0,R,R,SF,OAK,B,,,-0.43,3.87,Lew Williams,0.04
189253,176300,CU,20200816,79.0,-1.33,6.15,17.0,572039,605446,double,hit_into_play,6.0,R,R,SF,OAK,X,8.0,line_drive,0.76,2.31,Lew Williams,1.69
189254,176301,CU,20200816,78.1,-1.5,6.12,26.0,572039,605446,,foul,9.0,R,R,SF,OAK,S,,,0.65,1.5,Lew Williams,-0.095
189255,176302,CU,20200816,78.6,-1.43,6.09,20.0,572039,605446,,blocked_ball,14.0,R,R,SF,OAK,B,,,1.79,0.97,Lew Williams,0.038
189256,176303,FC,20200816,85.7,-1.57,6.15,124.0,572039,605446,,foul,6.0,R,R,SF,OAK,S,,,0.81,2.24,Lew Williams,-0.086
189257,176304,FF,20200816,91.4,-1.58,6.19,197.0,501981,605446,single,hit_into_play,8.0,R,R,SF,OAK,X,9.0,line_drive,-0.19,1.73,Lew Williams,0.275
189258,176305,FC,20200816,87.1,-1.67,6.16,97.0,501981,605446,,ball,12.0,R,R,SF,OAK,B,,,1.26,3.16,Lew Williams,0.033
189259,176306,CU,20200816,77.3,-1.38,6.09,26.0,543257,605446,strikeout,swinging_strike,9.0,L,R,SF,OAK,S,2.0,,0.35,1.63,Lew Williams,-0.307
189260,176307,FF,20200816,91.4,-1.52,6.24,197.0,543257,605446,,called_strike,4.0,L,R,SF,OAK,S,,,-0.54,2.49,Lew Williams,-0.127
189261,176308,FF,20200816,91.7,-1.52,6.21,198.0,543257,605446,,called_strike,9.0,L,R,SF,OAK,S,,,0.3,1.98,Lew Williams,-0.053
189262,176309,FF,20200816,92.9,-1.65,6.18,192.0,543257,605446,,ball,12.0,L,R,SF,OAK,B,,,0.91,3.21,Lew Williams,0.09
189263,176310,FF,20200816,93.5,-1.52,6.22,191.0,543257,605446,,ball,12.0,L,R,SF,OAK,B,,,0.26,4.09,Lew Williams,0.073
189264,176311,FF,20200816,93.9,-1.59,6.12,199.0,543257,605446,,ball,14.0,L,R,SF,OAK,B,,,0.13,0.94,Lew Williams,0.031
189265,176312,CU,20200816,79.0,-1.44,6.14,18.0,592192,605446,field_out,hit_into_play,5.0,R,R,SF,OAK,X,7.0,line_drive,0.25,2.64,Lew Williams,-0.348
189266,176313,FC,20200816,86.5,-1.53,6.13,113.0,592192,605446,,ball,14.0,R,R,SF,OAK,B,,,1.42,2.24,Lew Williams,0.069
189267,176314,CU,20200816,78.6,-1.58,6.17,21.0,592192,605446,,ball,14.0,R,R,SF,OAK,B,,,1.73,1.7,Lew Williams,0.003
189268,176315,CU,20200816,78.7,-1.59,6.18,21.0,592192,605446,,called_strike,5.0,R,R,SF,OAK,S,,,-0.22,2.59,Lew Williams,-0.067
189269,176316,FF,20200816,91.9,-1.68,6.25,253.0,592192,605446,,foul,3.0,R,R,SF,OAK,S,,,0.28,3.23,Lew Williams,-0.049
189270,176317,FF,20200816,93.0,-1.41,6.15,245.0,621566,605446,single,hit_into_play,6.0,L,R,SF,OAK,X,7.0,line_drive,0.4,2.35,Lew Williams,0.467
189271,176318,FF,20200816,94.4,-1.6,6.26,203.0,621566,605446,,swinging_strike,12.0,L,R,SF,OAK,S,,,0.7,3.87,Lew Williams,-0.06
189272,176319,CU,20200816,76.7,-1.46,6.18,11.0,621566,605446,,called_strike,1.0,L,R,SF,OAK,S,,,-0.37,3.46,Lew Williams,-0.05
189273,176320,FF,20200816,91.2,-1.45,6.21,128.0,621566,605446,,ball,12.0,L,R,SF,OAK,B,,,0.98,3.97,Lew Williams,0.041
189274,176321,FF,20200816,88.8,-1.19,6.24,222.0,543105,571666,field_out,hit_into_play,2.0,L,R,SF,OAK,X,5.0,popup,0.0,2.98,Lew Williams,-0.28
189275,176322,SL,20200816,85.9,-1.35,6.26,195.0,543105,571666,,ball,11.0,L,R,SF,OAK,B,,,-0.13,4.52,Lew Williams,0.046
189276,176323,SL,20200816,85.4,-1.34,6.32,200.0,543105,571666,,foul,3.0,L,R,SF,OAK,S,,,0.73,3.0,Lew Williams,-0.052
189277,176324,FF,20200816,89.1,-1.13,6.26,201.0,543105,571666,,ball,11.0,L,R,SF,OAK,B,,,-0.63,3.69,Lew Williams,0.033
189278,176325,SI,20200816,89.1,-1.04,6.22,219.0,573262,571666,strikeout,called_strike,3.0,L,R,SF,OAK,S,2.0,,0.76,2.78,Lew Williams,-0.242
189279,176326,FF,20200816,88.1,-1.42,6.29,226.0,573262,571666,,called_strike,1.0,L,R,SF,OAK,S,,,-0.81,3.34,Lew Williams,-0.077
189280,176327,SL,20200816,85.7,-1.37,6.28,203.0,573262,571666,,ball,11.0,L,R,SF,OAK,B,,,-1.56,3.04,Lew Williams,0.057
189281,176328,SL,20200816,86.5,-1.21,6.31,197.0,573262,571666,,ball,12.0,L,R,SF,OAK,B,,,1.11,2.79,Lew Williams,0.013
189282,176329,CH,20200816,82.6,-1.5,6.12,227.0,573262,571666,,called_strike,8.0,L,R,SF,OAK,S,,,0.05,1.87,Lew Williams,-0.044
189283,176330,SI,20200816,88.2,-1.23,6.19,221.0,643289,571666,single,hit_into_play,5.0,R,R,SF,OAK,X,8.0,line_drive,0.17,2.45,Lew Williams,0.285
189284,176331,SL,20200816,85.1,-1.18,6.25,195.0,643289,571666,,foul,5.0,R,R,SF,OAK,S,,,-0.23,2.44,Lew Williams,-0.047
189285,176332,SL,20200816,84.1,-1.07,6.46,240.0,643289,571666,,ball,14.0,R,R,SF,OAK,B,,,1.37,0.46,Lew Williams,0.033
